galaxy,scenario,model,family,points,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,parameters_dimensionless,boundary_parameters,rank,practical_rank,condition_number,maximum_absolute_correlation,optimizer_success
DDO154,heavy,baryons,logsvt,12,0,68230.50709844867,5685.875591537389,68230.50709844867,68216.43058028961,68230.50709844867,68217.97586034026,{},[],0,0,,,True
DDO154,heavy,NFW,nfw,12,2,136.12700866822894,13.612700866822895,141.46034200156228,127.38382384251302,141.09682196780494,128.56558385939167,"{""V200"": 1.5205418946312395, ""c"": 4.644820638916223}",[],2,2,28.572446900186343,0.9974964424086527,True
DDO154,heavy,pISO,piso,12,2,30.399803006257525,3.0399803006257526,35.733136339590864,21.6566181805416,35.369616305833524,22.838378197420262,"{""H"": 1.8500825703923072, ""Rc"": 0.2775395292308568}",[],2,2,10.093144774941653,0.9790624769355708,True
DDO154,heavy,cored_log,cored_log,12,2,15.77860379187705,1.577860379187705,21.111937125210382,7.035418966161119,20.74841709145305,8.217178983039785,"{""H"": 1.365976812857408, ""Rc"": 0.4446466041101006}",[],2,2,7.684048394865629,0.9636145292339628,True
DDO154,heavy,k2,logsvt,12,2,15.778603791877048,1.5778603791877048,21.11193712521038,7.0354189661611155,20.74841709145305,8.217178983039785,"{""B"": 0.3414942036273358, ""u2"": 5.057897673599478}",[],2,2,11.369532151879367,0.9636145367854452,True
DDO154,heavy,k2_Q,logsvt,12,3,5.076518159049263,0.5640575732276959,14.076518159049263,0.0,12.531238108413264,0.0,"{""B"": 0.478206651898389, ""Q"": 0.4406934620710421, ""u2"": 3.3825601583889475}",[],3,3,95.23372749237599,0.9848036924828141,True
DDO154,heavy,k2_L,logsvt,12,3,7.521975838545053,0.8357750931716725,16.521975838545053,2.4454576794957905,14.976695787909055,2.4454576794957905,"{""B"": 0.4498567580687266, ""L"": -0.3983509008701063, ""u2"": 4.657720648091794}",[],3,3,46.326603423877316,0.981596058165475,True
DDO154,heavy,C_L,logsvt,12,2,212.47020985485798,21.247020985485797,217.80354318819133,203.72702502914206,217.440023154434,204.9087850460207,"{""C"": 0.037518151265792804, ""L"": 1.3658337397354745}",[],2,2,52.11624050522651,0.9570092796773164,True
DDO154,heavy,k2_L_Q,logsvt,12,4,5.073753250805252,0.6342191563506565,18.788038965090966,4.711520806041703,15.013379849957253,2.4821417415439893,"{""B"": 0.47779397979761, ""L"": -0.014269129254489497, ""Q"": 0.42767594867371694, ""u2"": 3.416716230548556}",[],4,4,198.92074111674648,0.9787730174518132,True
DDO161,primary,baryons,logsvt,31,0,11524.338461435427,371.7528535946912,11524.338461435427,11512.031657339076,11524.338461435427,11509.592254358677,{},[],0,0,,,True
DDO161,primary,NFW,nfw,31,2,33.319075563916606,1.1489336401350554,37.747646992488036,25.440842896137134,40.187049972886896,25.440842896137127,"{""V200"": 1.8930938865201623, ""c"": 1.9918392237133398}",[],2,2,26.182671379920457,0.9966335196119361,True
DDO161,primary,pISO,piso,31,2,9.704054714353294,0.33462257635701015,14.132626142924723,1.825822046573819,16.57202912332359,1.8258220465738209,"{""H"": 2.0439257063279235, ""Rc"": 0.33069303150426793}",[],2,2,7.7434284054633755,0.9639779887994816,True
DDO161,primary,cored_log,cored_log,31,2,7.878232667779489,0.271663195440672,12.306804096350918,1.4210854715202004e-14,14.746207076749782,1.4210854715202004e-14,"{""H"": 1.5197145949492876, ""Rc"": 0.5309403809968681}",[],2,2,5.823207414952641,0.9357676568907278,True
DDO161,primary,k2,logsvt,31,2,7.878232667779475,0.2716631954406715,12.306804096350904,0.0,14.746207076749767,0.0,"{""B"": 0.3799286485553823, ""u2"": 3.5473863168239212}",[],2,2,8.836562790189637,0.9357676630185808,True
DDO161,primary,k2_Q,logsvt,31,3,7.086563852874019,0.25309156617407214,13.975452741762908,1.668648645412004,17.388525466329458,2.6423183895796907,"{""B"": 0.4906506996192604, ""Q"": 0.25503103234885954, ""u2"": 2.6276703717046224}",[],3,3,137.76207661016156,0.9936055446492892,True
DDO161,primary,k2_L,logsvt,31,3,7.686720154880206,0.2745257198171502,14.575609043769095,2.2688049474181913,17.988681768335645,3.242474691585878,"{""B"": 0.3493968974520006, ""L"": 0.09387608030819795, ""u2"": 3.6372376671544333}",[],3,3,31.682982191203653,0.984029350514948,True
DDO161,primary,C_L,logsvt,31,2,46.46507747107516,1.6022440507267297,50.89364889964659,38.58684480329569,53.33305188004545,38.58684480329568,"{""C"": 1.5229979744734543e-08, ""L"": 1.286938190676313}","[""logC""]",2,2,76471819.6452559,1.0,True
DDO161,primary,k2_L_Q,logsvt,31,4,4.906655555368564,0.18172798353216904,14.445117093830103,2.138312997479199,18.642604373309148,3.89639729655938,"{""B"": 0.6129690681554092, ""L"": 0.4217621148095198, ""Q"": 0.7553559806863284, ""u2"": 1.5511163958910343}",[],4,4,179.56653663507393,0.9876745194840681,True
DDO161,light,baryons,logsvt,31,0,12193.83246466758,393.3494343441155,12193.83246466758,12179.698157802466,12193.83246466758,12175.51691183098,{},[],0,0,,,True
DDO161,light,NFW,nfw,31,2,25.152305991141603,0.8673208962462622,29.58087741971303,15.446570554600822,32.02028040011189,13.704727563512392,"{""V200"": 1.6722765667224062, ""c"": 2.456026321259153}",[],2,2,20.744607246206154,0.9945615504114097,True
DDO161,light,pISO,piso,31,2,11.447578427629209,0.394744083711352,15.876149856200637,1.7418429910884292,18.3155528365995,0.0,"{""H"": 1.9557495431716254, ""Rc"": 0.30088375091908476}",[],2,2,7.431375476399691,0.9590951322220129,True
DDO161,light,cored_log,cored_log,31,2,11.471757581397533,0.3955778476343977,15.900329009968962,1.7660221448567537,18.339731990367824,0.024179153768322692,"{""H"": 1.482761731192123, ""Rc"": 0.495025834973558}",[],2,2,5.562327856492421,0.9263644795431348,True
DDO161,light,k2,logsvt,31,2,11.471757581397538,0.39557784763439785,15.900329009968967,1.766022144856759,18.33973199036783,0.024179153768329797,"{""B"": 0.37069043323550566, ""u2"": 4.080790207607227}",[],2,2,8.701212131100743,0.9263644911811815,True
DDO161,light,k2_Q,logsvt,31,3,11.4715167530812,0.40969702689575715,18.36040564197009,4.2260987768578815,21.77347836653664,3.457925529937139,"{""B"": 0.3720817186939902, ""Q"": 0.0035981188410632984, ""u2"": 4.060141259463604}",[],3,3,5080.109072001726,0.9892593762072299,True
DDO161,light,k2_L,logsvt,31,3,8.717191745862069,0.311328276637931,15.606080634750958,1.4717737696387498,19.019153359317507,0.7036005227180055,"{""B"": 0.2662637707975333, ""L"": 0.3309591815853529, ""u2"": 4.698092155287517}",[],3,3,31.449778601153103,0.9863957684239766,True
DDO161,light,C_L,logsvt,31,2,48.4884569093933,1.6720157554963206,52.91702833796473,38.78272147285252,55.35643131836359,37.04087848176409,"{""C"": 0.024397351325623356, ""L"": 1.2800261345737414}",[],2,2,48.20033049023591,0.8525515708599659,True
DDO161,light,k2_L_Q,logsvt,31,4,4.59584532665067,0.17021649357965443,14.134306865112208,0.0,18.331794144591257,0.016241307991755605,"{""B"": 0.5365671031920448, ""L"": 0.7717261243133096, ""Q"": 0.8651378706138888, ""u2"": 1.431942434302627}",[],4,4,188.06149203298162,0.9876941869495516,True
DDO161,heavy,baryons,logsvt,31,0,10906.014376522719,351.8069153717006,10906.014376522719,10893.736406210997,10906.014376522719,10891.297003230598,{},[],0,0,,,True
DDO161,heavy,NFW,nfw,31,2,43.219730701704904,1.4903355414381,47.648302130276335,35.37033181855568,50.087705110675195,35.37033181855567,"{""V200"": 2.255837523670341, ""c"": 1.496920140442453}",[],2,2,37.09152553140072,0.9983013752204853,True
DDO161,heavy,pISO,piso,31,2,10.807197722408828,0.3726619904278906,15.235769150980257,2.9577988392595973,17.67517213137912,2.957798839259599,"{""H"": 2.1354401949264252, ""Rc"": 0.36096731295739476}",[],2,2,8.093497992391889,0.9681004404679836,True
DDO161,heavy,cored_log,cored_log,31,2,7.849398883149245,0.2706689270051464,12.277970311720674,1.4210854715202004e-14,14.717373292119538,1.5987211554602254e-14,"{""H"": 1.5586817937805313, ""Rc"": 0.5672806861402908}",[],2,2,6.124384490460362,0.9438914267589024,True
DDO161,heavy,k2,logsvt,31,2,7.84939888314923,0.2706689270051459,12.27797031172066,0.0,14.717373292119522,0.0,"{""B"": 0.3896704504391664, ""u2"": 3.1074489206273657}",[],2,2,9.0172051219797,0.9438914264550857,True
DDO161,heavy,k2_Q,logsvt,31,3,5.429594327267698,0.1939140831167035,12.318483216156586,0.0405129044359267,15.731555940723137,1.0141826486036152,"{""B"": 0.6641233813334774, ""Q"": 0.5568118907899847, ""u2"": 1.7838065959186231}",[],3,3,130.678772119483,0.9959408970109875,True
DDO161,heavy,k2_L,logsvt,31,3,7.229937169715928,0.25821204177556883,14.118826058604817,1.8408557468841575,17.531898783171368,2.814525491051846,"{""B"": 0.4486285117181834, ""L"": -0.17717387373938967, ""u2"": 3.024244462201888}",[],3,3,33.00073869751812,0.9805857273627738,True
DDO161,heavy,C_L,logsvt,31,2,48.58709361566371,1.6754170212297832,53.01566504423514,40.737694732514484,55.455068024634,40.737694732514484,"{""C"": 1.522997974471355e-08, ""L"": 1.260265417983768}","[""logC""]",2,2,79658569.40446635,1.0,True
DDO161,heavy,k2_L_Q,logsvt,31,4,5.361127918528593,0.19856029327883679,14.899589456990132,2.621619145269472,19.097076736469177,4.379703444349655,"{""B"": 0.694407943551137, ""L"": 0.07355335273612446, ""Q"": 0.6522279137170014, ""u2"": 1.6329440611530863}",[],4,4,189.89183551013062,0.9876400492093568,True
DDO170,primary,baryons,logsvt,8,0,4794.596828880252,599.3246036100315,4794.596828880252,4780.462248165137,4794.596828880252,4782.7033650817775,{},[],0,0,,,True
DDO170,primary,NFW,nfw,8,2,12.96932632282888,2.1615543871381466,19.36932632282888,5.234745607713643,17.128209406188553,5.234745607713645,"{""V200"": 0.9575330347965472, ""c"": 5.620274661454369}",[],2,2,10.16795907953049,0.9709655261277899,True
DDO170,primary,pISO,piso,8,2,7.83794563971036,1.30632427328506,14.23794563971036,0.10336492459512314,11.996828723070031,0.10336492459512314,"{""H"": 1.2122450814995578, ""Rc"": 0.170758413085478}",[],2,2,6.293329666103395,0.9216032073511193,True
DDO170,primary,cored_log,cored_log,8,2,7.734580715115257,1.2890967858525428,14.134580715115257,2.1316282072803006e-14,11.89346379847493,2.1316282072803006e-14,"{""H"": 0.9869196241748909, ""Rc"": 0.3089743927890387}",[],2,2,4.50993762003588,0.8478980303240576,True
DDO170,primary,k2,logsvt,8,2,7.734580715115236,1.2890967858525393,14.134580715115236,0.0,11.893463798474908,0.0,"{""B"": 0.24672990632989217, ""u2"": 10.47502389911795}",[],2,2,7.93057022941735,0.8478980411189241,True
DDO170,primary,k2_Q,logsvt,8,3,7.7345810636162895,1.5469162127232579,19.73458106361629,5.600000348501053,13.972905688655796,2.079441890180888,"{""B"": 0.24672991042102688, ""Q"": 1.522997974472637e-08, ""u2"": 10.47502356457511}","[""logQ""]",3,2,360387206.0009778,0.9982799423441225,True
DDO170,primary,k2_L,logsvt,8,3,6.841459889566901,1.3682919779133802,18.841459889566902,4.706879174451666,13.07978451460641,1.186320716131501,"{""B"": 0.2001992336350643, ""L"": 0.17605162931860002, ""u2"": 13.147983265491888}",[],3,3,28.21991233656102,0.9857680966469209,True
DDO170,primary,C_L,logsvt,8,2,31.025639173291218,5.170939862215203,37.425639173291216,23.291058458175982,35.18452225665089,23.29105845817598,"{""C"": 0.3016305091267132, ""L"": 0.6869110717470366}",[],2,2,6.462646527493536,0.9211596292704506,True
DDO170,primary,k2_L_Q,logsvt,8,4,6.8414599851937075,1.7103649962984269,28.174793318527044,14.040212603411808,15.15922615191305,3.2657623534381415,"{""B"": 0.20019921289788215, ""L"": 0.17605171652270968, ""Q"": 1.5229979744714145e-08, ""u2"": 13.147985165404265}","[""logQ""]",4,3,1958654107.882449,0.9984806377843058,True
DDO170,light,baryons,logsvt,8,0,5203.37650545373,650.4220631817162,5203.37650545373,5189.558074243011,5203.37650545373,5191.799191159652,{},[],0,0,,,True
DDO170,light,NFW,nfw,8,2,12.754649835896178,2.125774972649363,19.154649835896176,5.336218625177763,16.91353291925585,5.336218625177764,"{""V200"": 0.9423242347462047, ""c"": 6.003207942861913}",[],2,2,9.973540776414755,0.9689254560493886,True
DDO170,light,pISO,piso,8,2,7.718491245991549,1.2864152076652582,14.11849124599155,0.30006003527313574,11.87737432935122,0.30006003527313396,"{""H"": 1.214164422802743, ""Rc"": 0.16155455391948795}",[],2,2,6.347470332094536,0.9187873596558616,True
DDO170,light,cored_log,cored_log,8,2,7.418431210718414,1.2364052017864025,13.818431210718414,0.0,11.577314294078086,0.0,"{""H"": 0.9956766097622058, ""Rc"": 0.29601520989142305}",[],2,2,4.528777352231071,0.841092298042682,True
DDO170,light,k2,logsvt,8,2,7.418431210718419,1.2364052017864031,13.818431210718419,5.329070518200751e-15,11.57731429407809,3.552713678800501e-15,"{""B"": 0.24891915261614422, ""u2"": 11.41226757989656}",[],2,2,8.048485779249633,0.841092291517108,True
DDO170,light,k2_Q,logsvt,8,3,7.418431556306787,1.4836863112613574,19.418431556306786,5.600000345588372,13.656756181346294,2.0794418872682083,"{""B"": 0.24891915741917153, ""Q"": 1.5229979761326902e-08, ""u2"": 11.412267041769159}","[""logQ""]",3,2,384739668.62542105,0.998076755218854,True
DDO170,light,k2_L,logsvt,8,3,6.598082958112617,1.3196165916225233,18.598082958112617,4.779651747394203,12.836407583152123,1.2590932890740376,"{""B"": 0.206793594263727, ""L"": 0.16174499285700839, ""u2"": 14.115999423530042}",[],3,3,27.413533269026114,0.9850737870098039,True
DDO170,light,C_L,logsvt,8,2,32.22506051467146,5.37084341911191,38.62506051467146,24.806629303953045,36.38394359803113,24.806629303953045,"{""C"": 0.33068222897221633, ""L"": 0.6728432870592617}",[],2,2,6.104776158893453,0.9213347434357725,True
DDO170,light,k2_L_Q,logsvt,8,4,14.913308962174865,3.7283272405437162,36.2466422955082,22.428211084789787,23.231075128894208,11.653760834816122,"{""B"": 0.00020573763339641477, ""L"": 1.9379888414868354, ""Q"": 1.014932094514143, ""u2"": 0.00014289693680220327}",[],4,2,1854988393.1102235,0.9999998388793636,True
DDO170,heavy,baryons,logsvt,8,0,4424.111032699032,553.013879087379,4424.111032699032,4409.7062497690495,4424.111032699032,4411.947366685689,{},[],0,0,,,True
DDO170,heavy,NFW,nfw,8,2,13.21628830646,2.202714717743333,19.61628830646,5.211505376477367,17.37517138981967,5.211505376477366,"{""V200"": 0.9755507060150361, ""c"": 5.237134940900598}",[],2,2,10.412294772092622,0.9731269623830635,True
DDO170,heavy,pISO,piso,8,2,8.004782929982632,1.3341304883304386,14.404782929982632,0.0,12.163666013342304,0.0,"{""H"": 1.211900269865553, ""Rc"": 0.18077515807470548}",[],2,2,6.251441345193177,0.9245091721189529,True
DDO170,heavy,cored_log,cored_log,8,2,8.075323794515207,1.3458872990858677,14.475323794515207,0.07054086453257469,12.234206877874879,0.07054086453257469,"{""H"": 0.9791052661289631, ""Rc"": 0.32295774165769425}",[],2,2,4.500050718308268,0.8548068939091363,True
DDO170,heavy,k2,logsvt,8,2,8.07532379451521,1.3458872990858683,14.47532379451521,0.07054086453257824,12.234206877874882,0.07054086453257824,"{""B"": 0.24477631669876831, ""u2"": 9.587571128816235}",[],2,2,7.821649546395333,0.8548068854144021,True
DDO170,heavy,k2_Q,logsvt,8,3,8.075324142029206,1.6150648284058413,20.075324142029206,5.670541212046574,14.313648767068713,2.149982753726409,"{""B"": 0.24477632060223573, ""Q"": 1.5229979744712953e-08, ""u2"": 9.587570883276427}","[""logQ""]",3,2,433488432.01560247,0.9977756882870676,True
DDO170,heavy,k2_L,logsvt,8,3,7.129020164101824,1.425804032820365,19.129020164101824,4.724237234119192,13.367344789141331,1.2036787757990268,"{""B"": 0.19384654636502394, ""L"": 0.18973037677232976, ""u2"": 12.182031075803602}",[],3,3,29.132628228695843,0.9864646922970439,True
DDO170,heavy,C_L,logsvt,8,2,29.847473374367564,4.9745788957279276,36.247473374367566,21.842690444384935,34.006356457727236,21.84269044438493,"{""C"": 0.27260077278935846, ""L"": 0.7009503657985676}",[],2,2,6.9211662167329155,0.920981556648236,True
DDO170,heavy,k2_L_Q,logsvt,8,4,7.129020263231392,1.782255065807848,28.462353596564725,14.057570666582093,15.446786429950734,3.28312041660843,"{""B"": 0.1938465443084749, ""L"": 0.18973039870815275, ""Q"": 1.522998025568498e-08, ""u2"": 12.182031043156583}","[""logQ""]",4,3,1822416991.4216502,0.9977572075186399,True
F583-1,primary,baryons,logsvt,25,0,1264.951525439907,50.59806101759628,1264.951525439907,1256.0522887849613,1264.951525439907,1254.1599916806795,{},[],0,0,,,True
F583-1,primary,NFW,nfw,25,2,35.957536152815095,1.5633711370789172,40.50299069826964,31.603754043323796,42.39528780255149,31.603754043323793,"{""V200"": 1.6857546667024674, ""c"": 4.590460625239507}",[],2,2,9.264977151735119,0.976413931129078,True
F583-1,primary,pISO,piso,25,2,7.907190421348821,0.34379088788473133,12.452644966803366,3.553408311857522,14.344942071085221,3.5534083118575204,"{""H"": 2.636531585403862, ""Rc"": 0.1652497868305265}",[],2,2,4.838130948405686,0.9179630670035925,True
F583-1,primary,cored_log,cored_log,25,2,4.353782109491322,0.18929487432570963,8.899236654945867,2.3092638912203256e-14,10.791533759227722,2.1316282072803006e-14,"{""H"": 1.9862745671058224, ""Rc"": 0.26302410888329414}",[],2,2,4.193719936556895,0.8923942910793996,True
F583-1,primary,k2,logsvt,25,2,4.3537821094912985,0.18929487432570863,8.899236654945843,0.0,10.7915337592277,0.0,"{""B"": 0.49656863350172226, ""u2"": 14.454693950182646}",[],2,2,5.376850495564061,0.892394287069394,True
F583-1,primary,k2_Q,logsvt,25,3,2.742277893987907,0.1246489951812685,9.88513503684505,0.9858983818992062,12.398905368592509,1.607371609364808,"{""B"": 0.6082423123494723, ""Q"": 0.6348999683295069, ""u2"": 11.09308885194511}",[],3,3,26.348655842069817,0.9612107091680613,True
F583-1,primary,k2_L,logsvt,25,3,2.5743723000504146,0.11701692272956431,9.717229442907557,0.8179927879617139,12.230999774655016,1.4394660154273158,"{""B"": 0.610884104947262, ""L"": -0.6147448164792956, ""u2"": 13.591926836874299}",[],3,3,16.119587252888547,0.8874955312756152,True
F583-1,primary,C_L,logsvt,25,2,53.583372464479304,2.329711846281709,58.12882700993385,49.229590354988005,60.0211241142157,49.229590354988005,"{""C"": 1.5229979744712682e-08, ""L"": 3.0391231218890202}","[""logC""]",2,2,19228552.4556584,1.0,True
F583-1,primary,k2_L_Q,logsvt,25,4,2.470678724247263,0.11765136782129823,12.470678724247263,3.571442069301419,15.346182023720065,4.554648264492364,"{""B"": 0.6238362335175474, ""L"": -0.4467121232258094, ""Q"": 0.25073621649189415, ""u2"": 12.49862842764619}",[],4,4,127.24609051357729,0.8935653234756734,True
F583-1,light,baryons,logsvt,25,0,1473.5290722211482,58.94116288884593,1473.5290722211482,1464.827818440913,1473.5290722211482,1462.9355213366312,{},[],0,0,,,True
F583-1,light,NFW,nfw,25,2,36.294678076136016,1.578029481571131,40.84013262159056,32.13887884135529,42.732429725872414,32.13887884135529,"{""V200"": 1.658651595836847, ""c"": 4.836245867666162}",[],2,2,9.037012821273295,0.9752057674445413,True
F583-1,light,pISO,piso,25,2,7.891529913811965,0.3431099962526941,12.43698445926651,3.735730679031242,14.329281563548367,3.735730679031244,"{""H"": 2.6564737613959784, ""Rc"": 0.1603908624884436}",[],2,2,4.804259998407463,0.916788966427492,True
F583-1,light,cored_log,cored_log,25,2,4.155799234780722,0.18068692325133573,8.701253780235268,0.0,10.593550884517123,0.0,"{""H"": 2.0057319867273393, ""Rc"": 0.2559474704880862}",[],2,2,4.155809363541147,0.890506546898943,True
F583-1,light,k2,logsvt,25,2,4.155799234780731,0.18068692325133612,8.701253780235275,7.105427357601002e-15,10.593550884517132,8.881784197001252e-15,"{""B"": 0.5014329955312908, ""u2"": 15.265053067958405}",[],2,2,5.360990579391453,0.89050654547798,True
F583-1,light,k2_Q,logsvt,25,3,2.4942535047141625,0.11337515930518921,9.637110647571305,0.935856867336037,12.150880979318764,1.5573300948016406,"{""B"": 0.6067178104047716, ""Q"": 0.6232870243925988, ""u2"": 11.869206933459832}",[],3,3,26.14491410213866,0.9582416166217192,True
F583-1,light,k2_L,logsvt,25,3,2.5479165367595646,0.11581438803452566,9.690773679616708,0.98951989938144,12.204544011364167,1.6109931268470437,"{""B"": 0.604065409145661, ""L"": -0.5652664244738593, ""u2"": 14.423028361296511}",[],3,3,15.958925940877462,0.8853478709008459,True
F583-1,light,C_L,logsvt,25,2,56.94986000599711,2.476080869825961,61.495314551451656,52.79406077121639,63.38761165573351,52.79406077121639,"{""C"": 1.5229979744714846e-08, ""L"": 3.1497245662700193}","[""logC""]",2,2,18743294.36959318,1.0,True
F583-1,light,k2_L_Q,logsvt,25,4,2.35087494282584,0.11194642584884953,12.35087494282584,3.649621162590572,15.226378242298642,4.632827357781519,"{""B"": 0.6193150578698633, ""L"": -0.3278411979890872, ""Q"": 0.34431977776517175, ""u2"": 12.898580433750062}",[],4,4,95.341615969516,0.8896743770772382,True
F583-1,heavy,baryons,logsvt,25,0,1105.0818048677525,44.203272194710095,1105.0818048677525,1095.914366471363,1105.0818048677525,1094.0220693670813,{},[],0,0,,,True
F583-1,heavy,NFW,nfw,25,2,35.67904256683128,1.5512627202970122,40.224497112285825,31.057058715896382,42.116794216567676,31.057058715896382,"{""V200"": 1.7178751372639265, ""c"": 4.338546160141848}",[],2,2,9.540725103943567,0.9777567053846741,True
F583-1,heavy,pISO,piso,25,2,7.995236198315728,0.3476189651441621,12.540690743770272,3.3732523473808307,14.432987848052129,3.3732523473808325,"{""H"": 2.618366347077905, ""Rc"": 0.17049775461280858}",[],2,2,4.873431533827429,0.9191461183205508,True
F583-1,heavy,cored_log,cored_log,25,2,4.621983850934903,0.20095581960586537,9.167438396389448,7.105427357601002e-15,11.059735500671305,8.881784197001252e-15,"{""H"": 1.9680134274397003, ""Rc"": 0.2706472449005845}",[],2,2,4.231961725955723,0.8942322738583767,True
F583-1,heavy,k2,logsvt,25,2,4.621983850934895,0.200955819605865,9.167438396389441,0.0,11.059735500671296,0.0,"{""B"": 0.49200334823218767, ""u2"": 13.651890510443035}",[],2,2,5.39096290863256,0.8942322688240703,True
F583-1,heavy,k2_Q,logsvt,25,3,3.050181048341484,0.1386445931064311,10.193038191198626,1.0255997948091853,12.706808522946085,1.647073022274789,"{""B"": 0.6114291878637105, ""Q"": 0.6510164364283888, ""u2"": 10.318627360921685}",[],3,3,26.569440447548555,0.9641961413892546,True
F583-1,heavy,k2_L,logsvt,25,3,2.6538920145480023,0.12063145520672737,9.796749157405145,0.629310761015704,12.310519489152604,1.2507839884813077,"{""B"": 0.6188615142908616, ""L"": -0.6661359626056961, ""u2"": 12.78352821817223}",[],3,3,16.261452089002496,0.8891214804690277,True
