bounds,scenario,galaxy,points,model,family,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,condition_number,practical_rank,rank,maximum_absolute_correlation,boundary_parameters,parameters_dimensionless,delta_aicc_vs_pISO,delta_bic_vs_pISO,delta_aicc_vs_cored_log,delta_bic_vs_cored_log
primary,heavy,NGC5055,28,pISO,piso,2,14310.817853818582,550.4160713007147,14315.297853818582,11636.463085135172,14317.482262838932,11635.650880624999,28.690926869484766,2,2,0.9972772671542449,,"{""H"": 2.825699982503489, ""Rc"": 0.8510983421824231}",0.0,0.0,12.148685174235652,12.148685174235652
primary,heavy,NGC5055,28,NFW,nfw,2,18569.0228219431,714.19318545935,18573.5028219431,15894.668053259691,18575.687230963453,15893.855848749517,26.0212162129648,2,2,0.9953322862852833,logc,"{""V200"": 1.2707758479034394, ""c"": 1.0000000000000087}",4258.204968124519,4258.204968124521,4270.353653298755,4270.353653298756
primary,heavy,NGC6946,58,baryons,logsvt,0,2176.7980880019936,37.531001517275755,2176.7980880019936,1967.8814967211367,2176.7980880019936,1962.144612133942,,0,0,,,{},1631.1860718339465,1627.2833676310356,1631.566801126789,1627.6640969238779
primary,heavy,NGC6946,58,Q,logsvt,1,2176.7981584953045,38.189441377110604,2178.869587066733,1969.952995785876,2180.858601505851,1966.2051256377993,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979747138657e-08}",1633.2575708986858,1631.3438811348929,1633.6383001915283,1631.7246104277351
primary,heavy,NGC6946,58,L,logsvt,1,800.6803598094731,14.047023856306545,802.7517883809016,593.8351971000448,804.7408028200196,590.087326951968,1.0,1,1,0.0,,"{""L"": 0.36897074184331324}",257.1397722128545,255.22608244906144,257.520501505697,255.60681174190393
primary,heavy,NGC6946,58,L_Q,logsvt,2,800.6803672746535,14.297863701333098,804.8985490928353,595.9819578119784,808.8012532957463,594.1477774276946,337225352.971887,1,2,1.0,logQ,"{""L"": 0.3689707458155172, ""Q"": 1.522997974471463e-08}",259.28653292478816,259.28653292478816,259.66726221763065,259.66726221763065
primary,heavy,NGC6946,58,k1,logsvt,2,800.6818745935411,14.297890617741805,804.900056411723,595.9834651308661,808.8027606146339,594.1492847465822,1543003.3289369144,2,2,1.0,logB,"{""B"": 22026.465794685657, ""u1"": 8.375648479290859e-06}",259.2880402436758,259.2880402436758,259.6687695365183,259.6687695365183
primary,heavy,NGC6946,58,k1_Q,logsvt,3,800.6818820588056,14.557852401069193,807.1263265032501,598.2097352223932,812.8632110904449,598.2097352223932,365673187.2240858,2,3,1.0,logB;logQ,"{""B"": 22026.46579477698, ""Q"": 1.5229979744712682e-08, ""u1"": 8.375648667830198e-06}",261.51431033520294,263.3484907194868,261.8950396280454,263.7292200123293
primary,heavy,NGC6946,58,k1_L,logsvt,3,800.6803598106802,14.55782472383055,807.1248042551247,598.2082129742678,812.8616888423195,598.2082129742678,493758481.2653399,1,3,1.0,,"{""B"": 0.0007912677733634688, ""L"": 0.36897067626636304, ""u1"": 3.944180858628427e-05}",261.5127880870775,263.3469684713614,261.89351737992,263.72769776420387
primary,heavy,NGC6946,58,k1_L_Q,logsvt,4,800.6803672771363,14.827414208835856,809.4350842582684,600.5184929774115,816.9221393193219,602.2686634512702,4.852058601246659e+19,1,3,1.0,logQ,"{""B"": 6.833642044257038e-06, ""L"": 0.3689707461317181, ""Q"": 1.5235035619698117e-08, ""u1"": 2.625395465192582e-05}",263.8230680902212,267.4074189483638,264.2037973830637,267.7881482412063
primary,heavy,NGC6946,58,k2,logsvt,2,541.0131050572375,9.660948304593527,545.2312868754193,336.3146955945624,549.1339910783303,334.4805152102786,39.17796421036751,2,2,0.9986852701225236,,"{""B"": 0.6949198381121318, ""u2"": 0.3089528031616042}",-0.3807292926278478,-0.3807292926278478,2.1464074961841106e-10,2.1464074961841106e-10
primary,heavy,NGC6946,58,k2_Q,logsvt,3,537.771103097942,9.777656419962582,544.2155475423865,335.2989562615296,549.9524321295813,335.29895626152967,23363002.005564794,3,3,0.9999998603385276,logB,"{""B"": 22026.465757927184, ""Q"": 164.46166667497474, ""u2"": 0.0018767035030894605}",-1.3964686256606456,0.4377117586232089,-1.015739332818157,0.8184410514656975
primary,heavy,NGC6946,58,k2_L,logsvt,3,202.4721468364124,3.6813117606620436,208.91659128085686,0.0,214.65347586805166,0.0,31.338050463523135,3,3,0.7952380923736367,,"{""B"": 0.7528932596586431, ""L"": -1.8731852902932724, ""u2"": 2.568300074009452}",-336.69542488719026,-334.86124450290646,-336.31469559434777,-334.48051521006397
primary,heavy,NGC6946,58,k2_L_Q,logsvt,4,202.47214713438606,3.7494842061923346,211.22686411551814,2.3102728346612764,218.71391917657175,4.060443308520092,1793484845.0875533,3,4,0.930003871084717,logQ,"{""B"": 0.752893266191813, ""L"": -1.8731852994741878, ""Q"": 1.5229981222718306e-08, ""u2"": 2.568300070540473}",-334.385152052529,-330.8008011943864,-334.0044227596865,-330.4200719015439
primary,heavy,NGC6946,58,k12,logsvt,3,541.0131152876992,9.836602096139986,547.4575597321436,338.54096845128674,553.1944443193385,338.5409684512868,167629614.4109492,2,3,0.9997782958599857,logu1,"{""B"": 0.6949190913404676, ""u1"": 1.5229979744712682e-08, ""u2"": 0.30895317139455275}",1.845543564096488,3.6797239483803423,2.2262728569389765,4.060453241222831
primary,heavy,NGC6946,58,k12_Q,logsvt,4,537.8486207582256,9.960159643670844,546.6033377393577,337.6867464585008,554.0903928004112,339.43691693235957,5150587.02061016,4,4,0.9999996473526702,logu1,"{""B"": 2138.4726241617172, ""Q"": 50.63881147953681, ""u1"": 1.5229979744712682e-08, ""u2"": 0.006023621473132921}",0.9913215713105501,4.575672429453107,1.3720508641530387,4.956401722295595
primary,heavy,NGC6946,58,k12_L,logsvt,4,201.4280821079215,3.7301496686652134,210.1827990890536,1.2662078081967252,217.6698541501072,3.016378282055541,1569.9380276413603,4,4,0.9996256854536271,,"{""B"": 1.2144988099323883, ""L"": -2.802774693093408, ""u1"": 0.35494585685380314, ""u2"": 1.868426986236848}",-335.4292170789936,-331.8448662208509,-335.0484877861511,-331.46413692800843
primary,heavy,NGC6946,58,k12_L_Q,logsvt,5,201.42808445353506,3.800529895349718,212.58193060738122,3.665339326524361,221.73029950626716,7.076823638215501,1731138692.9951885,4,5,0.9998799224615715,,"{""B"": 1.214501660222511, ""L"": -2.8027800584893505, ""Q"": 1.4311655989936488e-07, ""u1"": 0.35494713848704174, ""u2"": 1.8684240437888446}",-333.03008556066595,-327.78442086469096,-332.64935626782346,-327.40369157184847
primary,heavy,NGC6946,58,C,logsvt,1,1593.8055428035668,27.96150075093977,1595.8769713749955,1386.9603800941386,1597.8659858141132,1383.2125099460616,1.0,1,1,0.0,,"{""C"": 0.09984499368749379}",1050.2649552069483,1048.3512654431552,1050.6456844997908,1048.7319947359974
primary,heavy,NGC6946,58,C_Q,logsvt,2,1593.8055779226393,28.460813891475702,1598.023759740821,1389.1071684599642,1601.9264639437322,1387.2729880756806,43100620.72035433,2,2,1.0,logQ,"{""C"": 0.09984499652285223, ""Q"": 1.5229979878475285e-08}",1052.411743572774,1052.411743572774,1052.7924728656164,1052.7924728656167
primary,heavy,NGC6946,58,C_L,logsvt,2,800.6804335827419,14.297864885406105,804.8986154009237,595.9820241200669,808.8013196038347,594.147843735783,65159723.25398949,2,2,1.0,logC,"{""C"": 1.5229979744715713e-08, ""L"": 0.36897070298815077}",259.2865992328766,259.2865992328766,259.6673285257191,259.6673285257191
primary,heavy,NGC6946,58,C_L_Q,logsvt,3,800.6804410479224,14.557826200871316,807.1248854923668,598.20829421151,812.8617700795617,598.2082942115101,537548686.7354951,2,3,1.0,logC;logQ,"{""C"": 1.522997974589786e-08, ""L"": 0.3689707141954607, ""Q"": 1.5229979754067374e-08}",261.5128693243197,263.34704970860355,261.8935986171622,263.72777900144604
primary,heavy,NGC6946,58,C_k1,logsvt,3,800.6819483666371,14.55785360666613,807.1263928110816,598.2098015302247,812.8632773982764,598.2098015302247,53888210.63806222,3,3,1.0,logC;logB,"{""B"": 22026.465794754287, ""C"": 1.5229979744712682e-08, ""u1"": 8.375647750031204e-06}",261.51437664303444,263.3485570273183,261.8951059358769,263.7292863201608
primary,heavy,NGC6946,58,C_k1_Q,logsvt,4,800.6819558319024,14.827443626516711,809.4366728130345,600.5200815321776,816.9237278740881,602.2702520060363,458884023.4120559,3,4,1.0,logC;logB;logQ,"{""B"": 22026.465794799635, ""C"": 1.5229979744712682e-08, ""Q"": 1.5229979744712682e-08, ""u1"": 8.375647926881219e-06}",263.8246566449874,267.40900750312994,264.2053859378299,267.78973679597243
primary,heavy,NGC6946,58,C_k1_L,logsvt,4,800.680433582743,14.827415436717464,809.4351505638751,600.5185592830182,816.9222056249287,602.2687297568771,,2,2,1.0,logC,"{""B"": 7.299500764062311e-08, ""C"": 1.522997974471631e-08, ""L"": 0.36897069750487665, ""u1"": 2.0088354945328342e-05}",263.823134395828,267.40748525397055,264.2038636886705,267.78821454681304
primary,heavy,NGC6946,58,C_k1_L_Q,logsvt,5,800.6804410479372,15.107178132979946,811.8342872017834,602.9176959209265,820.9826561006693,606.3291802326175,855287415.0901304,2,5,1.0,logC;logQ,"{""B"": 0.009431775171303966, ""C"": 1.5229980669100675e-08, ""L"": 0.36897071178871443, ""Q"": 1.5229999941220196e-08, ""u1"": 1.2616973647843493e-07}",266.2222710337362,271.46793572971114,266.6030003265787,271.84866502255363
primary,heavy,NGC6946,58,C_k2,logsvt,3,541.0131726768052,9.836603139578276,547.4576171212497,338.54102584039276,553.1945017084445,338.5410258403928,30678238.385350883,3,3,0.999766954037269,logC,"{""B"": 0.6949134674126825, ""C"": 1.5229979744720583e-08, ""u2"": 0.3089559174904176}",1.8456009532025064,3.679781337486361,2.226330246044995,4.060510630328849
primary,heavy,NGC6946,58,C_k2_Q,logsvt,4,537.7711730698161,9.958725427218816,546.5258900509482,337.6092987700913,554.0129451120017,339.35946924395006,8540358682.751168,3,4,1.0,logC;logB,"{""B"": 22026.465751528573, ""C"": 1.5229979744712682e-08, ""Q"": 164.46150925914247, ""u2"": 0.0018767017138648196}",0.9138738829010435,4.4982247410436,1.2946031757435321,4.878954033886089
primary,heavy,NGC6946,58,C_k2_L,logsvt,4,202.4721568551341,3.7494843862061873,211.22687383626618,2.310282555409316,218.7139288973198,4.060453029268132,465492342.35566086,3,4,0.994299730855644,logC,"{""B"": 0.7528933015875411, ""C"": 1.522997974473162e-08, ""L"": -1.8731854292699914, ""u2"": 2.5683000381872962}",-334.38514233178097,-330.80079147363836,-334.0044130389385,-330.42006218079587
primary,heavy,NGC6946,58,C_k2_L_Q,logsvt,5,202.4721571531076,3.820229380247313,213.62600330695375,4.709412026096885,222.77437220583968,8.120896337788025,2161968153.716632,3,5,0.9941252137402703,logC;logQ,"{""B"": 0.7528933051254414, ""C"": 1.5229979751943696e-08, ""L"": -1.8731854201886868, ""Q"": 1.5229979866700514e-08, ""u2"": 2.568300014563567}",-331.9860128610934,-326.74034816511846,-331.6052835682509,-326.359618872276
primary,heavy,NGC6946,58,C_k12,logsvt,4,541.0131829074987,10.018762646435162,549.7678998886308,340.85130860777394,557.2549549496844,342.6014790816327,325064406.35541755,3,4,0.9999999245332691,logC;logu1,"{""B"": 0.6949189522077464, ""C"": 1.5229979744712682e-08, ""u1"": 1.5229979744712682e-08, ""u2"": 0.3089532169403124}",4.155883720583688,7.740234578726245,4.536613013426177,8.120963871568733
primary,heavy,NGC6946,58,C_k12_Q,logsvt,5,537.8486907111773,10.148088503984477,549.0025368650234,340.08594558416655,558.1509057639093,343.4974298958577,5145972878.473574,4,5,1.0,logC;logu1,"{""B"": 2138.4138721150166, ""C"": 1.5229979744712682e-08, ""Q"": 50.63811343668556, ""u1"": 1.5229979744712682e-08, ""u2"": 0.0060237053604217635}",3.3905206969762958,8.636185392951234,3.7712499898187843,9.016914685793722
primary,heavy,NGC6946,58,C_k12_L,logsvt,5,201.4281013298281,3.8005302137703416,212.58194748367427,3.6653562028174065,221.7303163825602,7.076840514508547,345952837.53169024,4,5,0.9999927902028333,,"{""B"": 1.2144981972417699, ""C"": 2.9637727473365183e-08, ""L"": -2.802773640840315, ""u1"": 0.3549455178968185, ""u2"": 1.8684277149434991}",-333.03006868437285,-327.7844039883979,-332.64933939153036,-327.4036746955554
primary,heavy,NGC6946,58,C_k12_L_Q,logsvt,6,201.42809253228782,3.873617164082458,215.07515135581724,6.158560074960377,225.79075059556635,11.137274727514693,4082364636.422126,4,6,1.0,,"{""B"": 1.214491231709565, ""C"": 1.5415943349778324e-08, ""L"": -2.8027608615794697, ""Q"": 2.5993772569618028e-08, ""u1"": 0.35494241388653697, ""u2"": 1.8684354947908461}",-330.5368648122299,-323.72396977539177,-330.1561355193874,-323.3432404825493
primary,heavy,NGC6946,58,cored_log,cored_log,2,541.0131050570228,9.660948304589693,545.2312868752047,336.31469559434777,549.1339910781156,334.48051521006397,46.107835330891746,2,2,0.9986852440462979,,"{""H"": 2.7796487869406596, ""Rc"": 1.799083394733882}",-0.3807292928424886,-0.3807292928424886,0.0,0.0
primary,heavy,NGC6946,58,pISO,piso,2,541.3938343498653,9.66774704196188,545.6120161680471,336.69542488719026,549.5147203709581,334.86124450290646,51.251621132547,2,2,0.9989290953949638,,"{""H"": 5.112753651653382, ""Rc"": 1.4119587456487026}",0.0,0.0,0.3807292928424886,0.3807292928424886
primary,heavy,NGC6946,58,NFW,nfw,2,813.6190304184497,14.528911257472316,817.8372122366316,608.9206209557747,821.7399164395425,607.0864405714908,84.82035963926184,2,2,0.9996662043978788,logc,"{""V200"": 1.6568611423262576, ""c"": 1.0000000000000002}",272.2251960685844,272.2251960685844,272.6059253614269,272.6059253614269
primary,heavy,NGC7331,36,baryons,logsvt,0,4536.654775057961,126.01818819605448,4536.654775057961,4097.238916029059,4536.654775057961,4093.2383592136903,,0,0,,,{},3302.7223349033684,3299.918933390092,3302.7232923801794,3299.919890866903
primary,heavy,NGC7331,36,Q,logsvt,1,4536.654957056468,129.61871305875624,4538.772604115292,4099.356745086389,4540.238475994925,4096.822060150654,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979777550952e-08}",3304.840163960699,3303.5026343270556,3304.84112143751,3303.5035918038666
primary,heavy,NGC7331,36,L,logsvt,1,1597.6547209487005,45.64727774139144,1599.772368007524,1160.3565089786216,1601.2382398871566,1157.821824042886,1.0,1,1,0.0,,"{""L"": 0.43470631061908166}",365.83992785293117,364.5023982192879,365.84088532974215,364.5033556960989
primary,heavy,NGC7331,36,L_Q,logsvt,2,1597.654732829634,46.98984508322453,1602.0183691932702,1162.6025101643677,1604.8217707065462,1161.4053548622755,418635684.9268751,1,2,1.0,logQ,"{""L"": 0.43470632510322654, ""Q"": 1.522997974471436e-08}",368.0859290386775,368.0859290386775,368.08688651548846,368.08688651548846
primary,heavy,NGC7331,36,k1,logsvt,2,1597.658067285973,46.989943155469795,1602.0217036496092,1162.6058446207066,1604.8251051628852,1161.4086893186145,1282634.5788079428,2,2,1.0,logB,"{""B"": 22026.465794805543, ""u1"": 9.867874597633169e-06}",368.08926349501644,368.08926349501644,368.0902209718274,368.0902209718274
primary,heavy,NGC7331,36,k1_Q,logsvt,3,1597.6580791671158,48.4138811868823,1604.4080791671158,1164.9922201382133,1608.4086359824842,1164.9922201382133,621915074.1290972,2,3,1.0,logB;logQ,"{""B"": 22026.46579480034, ""Q"": 1.5229979744712682e-08, ""u1"": 9.867874852907739e-06}",370.47563901252306,371.67279431461543,370.47659648933404,371.6737517914264
primary,heavy,NGC7331,36,k1_L,logsvt,3,1597.6547209487012,48.41377942268792,1604.4047209487012,1164.9888619197986,1608.4052777640695,1164.9888619197986,3386104564.1875362,1,3,1.0,,"{""B"": 1.1466013106767221e-05, ""L"": 0.43470631262701853, ""u1"": 2.1920582300045524e-06}",370.4722807941084,371.6694360962008,370.4732382709194,371.6703935730118
primary,heavy,NGC7331,36,k1_L_Q,logsvt,4,1597.6547328296342,49.92671040092607,1606.9450554102793,1167.529196381377,1611.9888085834586,1168.5723927391878,,1,2,1.0,logQ,"{""B"": 7.987811158689912e-07, ""L"": 0.4347063254754858, ""Q"": 1.5229979747293783e-08, ""u1"": 6.645093819226753e-07}",373.01261525568657,375.2529669155899,373.01357273249755,375.2539243924009
primary,heavy,NGC7331,36,k2,logsvt,2,1229.5669488284054,36.16373378907075,1233.9305851920417,794.5147261631392,1236.7339867053176,793.3175708610469,1363653.0376906178,2,2,0.9999999999999999,logB,"{""B"": 22026.465794798107, ""u2"": 7.271239674492774e-06}",-0.0018549625510786427,-0.0018549625510786427,-0.0008974857400971814,-0.0008974857400971814
primary,heavy,NGC7331,36,k2_Q,logsvt,3,1229.5669488708293,37.25960451123725,1236.3169488708293,796.9010898419268,1240.3175056861976,796.9010898419268,586829932.1862698,2,3,1.0,logB,"{""B"": 22023.924508210846, ""Q"": 8.46568202908989e-06, ""u2"": 7.272174788477761e-06}",2.384508716236496,3.5816640183288655,2.3854661930474776,3.582621495139847
primary,heavy,NGC7331,36,k2_L,logsvt,3,432.66585902890245,13.111086637239469,439.41585902890245,0.0,443.4164158442708,0.0,103.68549035951655,3,3,0.9522220048765359,,"{""B"": 1.8664663656135534, ""L"": -4.524741691298114, ""u2"": 1.8788758590577181}",-794.5165811256903,-793.319425823598,-794.5156236488793,-793.318468346787
primary,heavy,NGC7331,36,k2_L_Q,logsvt,4,432.6658601316942,13.520808129115444,441.9561827123394,2.5403236834369523,446.99993588551865,3.58352004124788,6956714731.962008,3,4,0.9967159826257451,logQ,"{""B"": 1.8664663559135477, ""L"": -4.52474163770119, ""Q"": 1.522998035405429e-08, ""u2"": 1.878875845842085}",-791.9762574422534,-789.7359057823501,-791.9752999654424,-789.7349483055391
primary,heavy,NGC7331,36,k12,logsvt,3,1229.5877385977358,37.26023450296169,1236.3377385977358,796.9218795688333,1240.338295413104,796.9218795688333,317123.8870129227,3,3,0.9999999948391223,logu1,"{""B"": 625.7116612052611, ""u1"": 1.522997978409393e-08, ""u2"": 0.0002559915058760007}",2.4052984431430104,3.6024537452353798,2.406255919953992,3.603411222046361
primary,heavy,NGC7331,36,k12_Q,logsvt,4,1229.5877386011232,38.4246168312851,1238.8780611817683,799.4622021528659,1243.9218143549476,800.5053985106769,740704790.5432209,3,4,0.999999994837589,logu1,"{""B"": 625.786742946513, ""Q"": 1.0586502019800362e-07, ""u1"": 1.5229979744712682e-08, ""u2"": 0.0002559608286167241}",4.945621027175548,7.185972687078902,4.9465785039865295,7.186930163889883
primary,heavy,NGC7331,36,k12_L,logsvt,4,432.5834735443153,13.518233548259854,441.8737961249605,2.4579370960580604,446.91754929813976,3.501133453868988,10616.00493294021,4,4,0.9997637925219434,,"{""B"": 1.977740728322177, ""L"": -4.728572383391647, ""u1"": 0.04665101447585127, ""u2"": 1.8090774911131047}",-792.0586440296322,-789.818292369729,-792.0576865528212,-789.817334892918
primary,heavy,NGC7331,36,k12_L_Q,logsvt,5,432.5834750911986,13.95430564810318,444.5834750911986,5.167616062296133,450.5010697834791,7.084653939208351,7282778968.52914,4,5,0.9999970365815185,,"{""B"": 1.9777332503585205, ""L"": -4.728557624245494, ""Q"": 2.2000080051164728e-08, ""u1"": 0.04664816856347308, ""u2"": 1.8090811833189764}",-789.3489650633942,-786.2347718843896,-789.3480075865832,-786.2338144075786
primary,heavy,NGC7331,36,C,logsvt,1,2803.245281605986,80.09272233159959,2805.3629286648093,2365.9470696359067,2806.828800544442,2363.412384700171,1.0,1,1,0.0,,"{""C"": 0.20972305541451325}",1571.4304885102165,1570.0929588765732,1571.4314459870275,1570.0939163533842
primary,heavy,NGC7331,36,C_Q,logsvt,2,2803.245339689759,82.44839234381644,2807.6089760533955,2368.193117024493,2810.4123775666712,2366.9959617224004,57761117.74674096,2,2,1.0,logQ,"{""C"": 0.20972305857560916, ""Q"": 1.5229979744712682e-08}",1573.6765358988027,1573.6765358988025,1573.6774933756137,1573.6774933756135
primary,heavy,NGC7331,36,C_L,logsvt,2,1597.6547828047694,46.989846553081456,1602.0184191684057,1162.602560139503,1604.8218206816816,1161.405404837411,123831026.2060444,1,2,1.0,logC,"{""C"": 1.522997975438071e-08, ""L"": 0.43470629033294206}",368.0859790138129,368.0859790138129,368.0869364906239,368.0869364906239
primary,heavy,NGC7331,36,C_L_Q,logsvt,3,1597.6547946857038,48.413781657142536,1604.4047946857038,1164.9889356568015,1608.4053515010721,1164.9889356568015,790352304.1037388,1,3,1.0,logC;logQ,"{""C"": 1.5229979775252508e-08, ""L"": 0.4347063016345709, ""Q"": 1.5229979809153073e-08}",370.472354531111,371.6695098332034,370.473312007922,371.6704673100144
primary,heavy,NGC7331,36,C_k1,logsvt,3,1597.6581291418036,48.41388270126677,1604.4081291418036,1164.9922701129012,1608.4086859571719,1164.9922701129012,140787315.78533882,2,3,1.0,logC;logB,"{""B"": 22026.465794791417, ""C"": 1.5229979744712682e-08, ""u1"": 9.86787408944922e-06}",370.4756889872108,371.67284428930316,370.47664646402177,371.67380176611414
primary,heavy,NGC7331,36,C_k1_Q,logsvt,4,1597.6581410229476,49.92681690696711,1606.9484636035927,1167.5326045746901,1611.992216776772,1168.5758009325014,931545461.9816658,2,4,1.0,logC;logB;logQ,"{""B"": 22026.465794804448, ""C"": 1.5229979744712682e-08, ""Q"": 1.5229979744712682e-08, ""u1"": 9.867874344025076e-06}",373.01602344899993,375.2563751089033,373.0169809258109,375.25733258571427
primary,heavy,NGC7331,36,C_k1_L,logsvt,4,1597.6547828047712,49.9267119626491,1606.9451053854164,1167.5292463565138,1611.9888585585957,1168.572442714325,,1,2,1.0,logC,"{""B"": 6.240299888109951e-06, ""C"": 1.522997974566076e-08, ""L"": 0.434706280221395, ""u1"": 4.0168892134100505e-06}",373.0126652308236,375.25301689072694,373.01362270763457,375.2539743675379
primary,heavy,NGC7331,36,C_k1_L_Q,logsvt,5,1597.6547946857042,51.53725144147433,1609.6547946857042,1170.238935656802,1615.5723893779848,1172.1559735337141,1.1600031247355965e+26,1,3,1.0,logC;logQ,"{""B"": 3.637954979928098e-06, ""C"": 1.5229979744712682e-08, ""L"": 0.4347063020700291, ""Q"": 1.522997974474531e-08, ""u1"": 2.6497958821380415e-06}",375.7223545311115,378.83654771011606,375.72331200792246,378.83750518692705
primary,heavy,NGC7331,36,C_k2,logsvt,3,1229.5670073338945,37.25960628284529,1236.3170073338945,796.901148304992,1240.3175641492628,796.901148304992,77514652.77907121,3,3,1.0,logC;logB,"{""B"": 22026.465794577434, ""C"": 1.5229979744712682e-08, ""u2"": 7.271239344918608e-06}",2.384567179301712,3.581722481394081,2.3855246561126933,3.5826799582050626
primary,heavy,NGC7331,36,C_k2_Q,logsvt,4,1229.5670073339234,38.423968979185105,1238.8573299145685,799.441470885666,1243.9010830877478,800.484667243477,706889295.283394,3,4,1.0,logC;logB,"{""B"": 22026.465757965176, ""C"": 1.5229979744712682e-08, ""Q"": 3.072571856035109e-08, ""u2"": 7.2712396503561185e-06}",4.924889759975713,7.165241419879067,4.925847236786694,7.166198896690048
primary,heavy,NGC7331,36,C_k2_L,logsvt,4,432.66586912751814,13.520808410234942,441.9561917081633,2.540332679260871,446.99994488134257,3.5835290370717985,1683529444.5747132,3,4,0.9997634465868824,logC,"{""B"": 1.8664664242674223, ""C"": 1.5229980605090762e-08, ""L"": -4.524741848014199, ""u2"": 1.878875841790407}",-791.9762484464295,-789.7358967865262,-791.9752909696185,-789.7349393097152
primary,heavy,NGC7331,36,C_k2_L_Q,logsvt,5,432.6658702303099,13.956963555816449,444.6658702303099,5.25001120140746,450.58346492259045,7.167049078319678,7078537658.645998,3,5,0.9998499491527876,logC;logQ,"{""B"": 1.8664664053546478, ""C"": 1.5229979744721665e-08, ""L"": -4.524741768434208, ""Q"": 1.522997974501801e-08, ""u2"": 1.8788758290002296}",-789.2665699242829,-786.1523767452783,-789.2656124474719,-786.1514192684673
primary,heavy,NGC7331,36,C_k12,logsvt,4,1229.5877971083808,38.4246186596369,1238.8781196890259,799.4622606601234,1243.9218728622052,800.5054570179344,224460427.9240515,3,4,0.9999999948378571,logC;logu1,"{""B"": 625.7774441872477, ""C"": 1.5229979800140563e-08, ""u1"": 1.5229979746127115e-08, ""u2"": 0.0002559645787301014}",4.945679534433111,7.186031194336465,4.946637011244093,7.186988671147446
primary,heavy,NGC7331,36,C_k12_Q,logsvt,5,1229.5877971137045,39.664122487538855,1241.5877971137045,802.171938084802,1247.505391805985,804.0889759617143,631486604.3490319,3,5,0.9999999948375844,logC;logu1,"{""B"": 625.6845377321123, ""C"": 1.5229979744712682e-08, ""Q"": 1.561560872197325e-07, ""u1"": 1.5229979744712682e-08, ""u2"": 0.00025600265584593357}",7.655356959111714,10.769550138116301,7.656314435922695,10.770507614927283
primary,heavy,NGC7331,36,C_k12_L,logsvt,5,432.58348697580794,13.954306031477676,444.58348697580794,5.1676279469054975,450.5010816680885,7.084665823817716,2025358992.9951906,4,5,1.0,,"{""B"": 1.9777404310076099, ""C"": 2.0353941843201807e-08, ""L"": -4.728571370531269, ""u1"": 0.04665093292466641, ""u2"": 1.809077320315172}",-789.3489531787848,-786.2347599997802,-789.3479957019738,-786.2338025229692
primary,heavy,NGC7331,36,C_k12_L_Q,logsvt,6,432.58349941358637,14.419449980452878,447.4800511377243,8.064192108821828,454.084613044323,10.668197200052248,7678986863.297133,4,6,1.0,,"{""B"": 1.977759575660242, ""C"": 1.6449754617347608e-08, ""L"": -4.728605844695144, ""Q"": 2.1353547851969505e-07, ""u1"": 0.046658452772065886, ""u2"": 1.809065719361686}",-786.4523890168684,-782.6512286235456,-786.4514315400575,-782.6502711467347
primary,heavy,NGC7331,36,cored_log,cored_log,2,1229.5678463141455,36.16376018571016,1233.9314826777818,794.5156236488793,1236.7348841910577,793.318468346787,425916.0492369814,2,2,0.9999999999827738,logH,"{""H"": 22026.465793645704, ""Rc"": 185.42272829876958}",-0.0009574768109814613,-0.0009574768109814613,0.0,0.0
primary,heavy,NGC7331,36,pISO,piso,2,1229.5688037909565,36.16378834679284,1233.9324401545928,794.5165811256903,1236.7358416678687,793.319425823598,61422.1739862185,2,2,0.9999999991717067,logH,"{""H"": 22026.37606957397, ""Rc"": 107.05285726141062}",0.0,0.0,0.0009574768109814613,0.0009574768109814613
primary,heavy,NGC7331,36,NFW,nfw,2,1628.4788427793892,47.896436552334976,1632.8424791430255,1193.4266201141231,1635.6458806563014,1192.2294648120305,67.34705212448131,2,2,0.9994387558130994,logc,"{""V200"": 1.6142208729283594, ""c"": 1.0000000000000009}",398.9100389884327,398.9100389884327,398.91099646524367,398.91099646524367
primary,heavy,NGC7793,46,baryons,logsvt,0,306.50815353598625,6.6632207290431795,306.50815353598625,275.86769245523755,306.50815353598625,270.95319683719885,,0,0,,,{},266.98636069373106,263.60814766819476,268.50500991594413,265.12679689040783
primary,heavy,NGC7793,46,Q,logsvt,1,306.50815914523764,6.811292425449725,308.5990682361467,277.958607155398,310.33680054172675,274.78184384293934,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979745218536e-08}",269.0772753938915,267.43679467393525,270.5959246161046,268.95544389614827
primary,heavy,NGC7793,46,L,logsvt,1,43.376595444727705,0.9639243432161713,45.4675045356368,14.827043454888088,47.2052368412168,11.65028014242938,1.0,1,1,0.0,,"{""L"": 1.147072373306263}",5.945711693381618,4.305230973425296,7.464360915594682,5.823880195638353
primary,heavy,NGC7793,46,L_Q,logsvt,2,38.15481834895639,0.8671549624762815,42.43388811639825,11.79342703564954,45.812101141934576,10.257144443147155,6.371306777034066,2,2,0.9140125323837391,,"{""L"": 1.5525984555462247, ""Q"": 0.6136315242089492}",2.91209527414307,2.91209527414307,4.430744496356134,4.430744496356127
